Gene,Non-unique Gene name,Annotation,FF06741431_G.swidsinskii,FF06741441_G.leopoldii,FF06741443_G.vaginalis_A,FF06741449_G.leopoldii,FF06741453_G.vaginalis,FF06741457_G.vaginalis_A,FF06741457_G.vaginalis_E,FF06741459_G.vaginalis_A,FF06741461_G.vaginalis_A,FF06741463_G.piotii,FF06741464_G.swidsinskii,FF06741735_G.sp947289115,FF06741736_G.vaginalis_C,FF06741741_G.swidsinskii,FF06741742_G.swidsinskii,FF06741746_G.sp947289115,FF06741748_G.swidsinskii,FF06741748_G.vaginalis,FF06741749_G.leopoldii,FF06741751_G.swidsinskii,FF06742652_G.swidsinskii,FS42685545_G.vaginalis,FS42685549_G.piotii,FS42685557_G.vaginalis_A,FS42685567_G.vaginalis,FS42685569_G.piotii,FS42685570_G.piotii,FS42685571_G.swidsinskii,FS42685572_G.swidsinskii,FS42685572_G.vaginalis,FS42685575_G.swidsinskii,FS42685576_G.vaginalis_H,FS42685584_G.leopoldii,FS42685584_G.piotii,FS42686173_G.leopoldii,FS42686174_G.piotii,FS42686174_G.swidsinskii,FS42686177_G.swidsinskii,FS42686179_G.piotii,FS42686179_G.swidsinskii,FS42686180_G.vaginalis,FS42686185_G.piotii,FS42686188_G.vaginalis,FS42686194_G.vaginalis,FS42686197_G.leopoldii,FS42686197_G.vaginalis,FS42686200_G.vaginalis_H,FS42686202_G.vaginalis_C,FS42686203_G.swidsinskii,FS42686210_G.swidsinskii,FS42686210_G.vaginalis,FS42686216_G.vaginalis,FS42687147_G.vaginalis,FS42687148_G.leopoldii,FS42687152_G.vaginalis,FS42687153_G.vaginalis_H,FS42687157_G.vaginalis,FS42687160_G.vaginalis,FS42687164_G.leopoldii,FS42687167_G.piotii,FS42687180_G.swidsinskii
group_2573,,hypothetical protein,0_refound_44,1_refound_155,,3_refound_224,,,,,,,10_refound_426,,,13_refound_523,14_refound_562,15_refound_587,16_refound_631,,18_refound_765,19_refound_959,20_refound_1106,,,,,,,27_refound_1422,28_refound_1462,,30_refound_1535,,32_refound_1595,,34_refound_1649,,36_refound_1706,37_refound_1737,,LGNAKCJL_00133,,,,,44_refound_2033,,,,48_refound_2350,49_refound_2424,,,,CLLCJGKF_00490,,,,,58_refound_2848,,60_refound_2922
group_2530,,hypothetical protein,,,,,,,,CEAADGFG_01055,,MHMPKAEF_00388,,,JKACDCNN_00939,PONOIEHE_01293,,,,NBBAMHOG_01342,,OMIKPLOJ_01268,OPLHJKPH_00949,,,KDJKPMPD_01117,,,GEPBNDCO_00805,DFOKPGIE_01004,BEKPBNEK_01259,EAAKBJBK_00548;EAAKBJBK_01184,FMNIPFCJ_01236,,,NKJPJJEP_01143;NKJPJJEP_00013,,NLALJHLH_01146,MJDADDMM_01210,,,LGNAKCJL_00640,,CFGPDMND_00629,,,,,,EPGGAPPC_00458,MGJCNIPK_02397,AKIABIOK_01043,,,,CLLCJGKF_01094,CHHPHLEM_01108,,,,,59_refound_2887,AMOGCKBM_00699
group_2526,,hypothetical protein,,,,,DCGIHJJB_00774;DCGIHJJB_00932,,,CEAADGFG_01015,,MHMPKAEF_00387,,,12_refound_495,PONOIEHE_01291,,,,NBBAMHOG_00942,,OMIKPLOJ_01270,OPLHJKPH_00947,NBLOMMJF_00938,,KDJKPMPD_01123,NDDDCALJ_00480,,,DFOKPGIE_01002,BEKPBNEK_01296,EAAKBJBK_01182;EAAKBJBK_01085,FMNIPFCJ_01234,,,NKJPJJEP_00008,,,MJDADDMM_01212,,,LGNAKCJL_00638,,,DCIIGEBB_00539,CBECPNCO_00176,,DBLHLLOB_01401,,,MGJCNIPK_02399,AKIABIOK_01045,,,,,,NPJENFAK_01097,,,,,AMOGCKBM_00700
group_2518,,hypothetical protein,FKILNLMM_00611,GIPBMKFD_00841;GIPBMKFD_00727,,,,,MAIBJLIG_00669,,,,MKDEPHEP_01224,,,PONOIEHE_01077,FIBOILMM_00928,,FLPEIIEP_00978,,HINIEJCA_00532;HINIEJCA_01009,OMIKPLOJ_01071,OPLHJKPH_01298,,,,,,,DFOKPGIE_01272,BEKPBNEK_00849,,FMNIPFCJ_01003,GHGEDPDF_01161,OJJBDPGP_00640,,OBLOJFDA_00382;OBLOJFDA_00111,,MJDADDMM_00724,EDKPEHFM_00998,,LGNAKCJL_01157,,,,,,,MMPGJHDA_00531,,MGJCNIPK_03211,AKIABIOK_00775,,,,CLLCJGKF_00007;CLLCJGKF_00351,,,,,OBBOBBAE_00491,,AMOGCKBM_01179
group_2517,,hypothetical protein,,,,AFFLGDGC_00927,DCGIHJJB_00914,,MAIBJLIG_01190,,,,MKDEPHEP_01378,GNEALLOE_00983,JKACDCNN_00410,PONOIEHE_01215;PONOIEHE_01430,FIBOILMM_01033,,,,,OMIKPLOJ_01254,OPLHJKPH_00454,NBLOMMJF_01199,OLMEONEL_01055,,,DLEBNMND_00759,,DFOKPGIE_01047,BEKPBNEK_00045,,,GHGEDPDF_00225,,,,NLALJHLH_01239,,EDKPEHFM_00940;EDKPEHFM_00992,,,,,,,,DBLHLLOB_00912,,,MGJCNIPK_04277,,,GDFGBGJM_01071,,CLLCJGKF_01129,,NPJENFAK_00777,,JMCHCOOD_00965,,ODKBPENJ_00384,
metK_2,metK_2,S-adenosylmethionine synthase,,,,,DCGIHJJB_00899,,MAIBJLIG_01205,,,,MKDEPHEP_01284;MKDEPHEP_01328,GNEALLOE_00969,JKACDCNN_00395,PONOIEHE_01201;PONOIEHE_01442,FIBOILMM_01047,,FLPEIIEP_01213,,,OMIKPLOJ_04355,OPLHJKPH_00926;OPLHJKPH_00466,NBLOMMJF_01184,,,,DLEBNMND_00772,,,BEKPBNEK_00061,,FMNIPFCJ_01206,GHGEDPDF_00210,,,,,MJDADDMM_01154,,,LGNAKCJL_00608,,,,,,DBLHLLOB_00897,,,MGJCNIPK_00642,AKIABIOK_00998,,GDFGBGJM_01056,,CLLCJGKF_01142,,NPJENFAK_00763,,JMCHCOOD_00924,,ODKBPENJ_00370,
group_2467,,hypothetical protein,,,,,DCGIHJJB_00583,,,,,MHMPKAEF_00775,,GNEALLOE_00198,,,,APCAEHFD_00569,,NBBAMHOG_00653,,,,NBLOMMJF_00638,OLMEONEL_00443,,NDDDCALJ_00914,DLEBNMND_00231,GEPBNDCO_00385,,,EAAKBJBK_00193,,,,NKJPJJEP_01199,,NLALJHLH_00350,,,GKLKKKNA_00396,,IDKOCMBL_00304,CFGPDMND_00531;CFGPDMND_00532,,CBECPNCO_01039,,DBLHLLOB_00543,,,,,HEOIIJDM_00705,GDFGBGJM_00752,LKPJNLPD_00381,,CHHPHLEM_00272,,ANLJHCED_00406,JMCHCOOD_00762,,ODKBPENJ_01086,
group_2459,mutY,Adenine DNA glycosylase,FKILNLMM_01614,GIPBMKFD_00689,,AFFLGDGC_00281,,,,,,,MKDEPHEP_01244,,,PONOIEHE_00659,FIBOILMM_00747,APCAEHFD_00354,FLPEIIEP_00688,,HINIEJCA_00967,OMIKPLOJ_01006,OPLHJKPH_00035,,,,,,,DFOKPGIE_00177,BEKPBNEK_00807,,FMNIPFCJ_00962,,OJJBDPGP_00715,,OBLOJFDA_00645,,MJDADDMM_00483,EDKPEHFM_00805,,LGNAKCJL_00022,,,,,HGINDJMA_00306,,,,MGJCNIPK_00288,AKIABIOK_00980,,,,CLLCJGKF_00390,,,,,OBBOBBAE_00321,,AMOGCKBM_00351
group_2414,,hypothetical protein,FKILNLMM_00121,GIPBMKFD_00371,,AFFLGDGC_00417,,,MAIBJLIG_00373,,,,MKDEPHEP_01165,,JKACDCNN_00516,PONOIEHE_00209,FIBOILMM_00195,,FLPEIIEP_00139,,HINIEJCA_00621,OMIKPLOJ_00113,OPLHJKPH_00745,,,,,,,DFOKPGIE_01160,BEKPBNEK_01174,,FMNIPFCJ_00470,,OJJBDPGP_00028,,OBLOJFDA_00525,,MJDADDMM_00194,EDKPEHFM_00153,,LGNAKCJL_00910,,,,,HGINDJMA_00632,,,,MGJCNIPK_00894,AKIABIOK_00294,,,,CLLCJGKF_00294,,,,,,,AMOGCKBM_00516
ulaB,ulaB,Ascorbate-specific PTS system EIIB component,FKILNLMM_00368,GIPBMKFD_00971,,AFFLGDGC_00801,,,MAIBJLIG_01038,,,,MKDEPHEP_00967,,JKACDCNN_00847,PONOIEHE_00887,FIBOILMM_00485,,FLPEIIEP_00832,,HINIEJCA_00814,OMIKPLOJ_00712,OPLHJKPH_01203,,,,,,,DFOKPGIE_01096,BEKPBNEK_01087,,FMNIPFCJ_01056,,OJJBDPGP_00320,,OBLOJFDA_00426,,MJDADDMM_00576,EDKPEHFM_00750,,LGNAKCJL_00993,,,,,HGINDJMA_00197,,,,MGJCNIPK_00125,AKIABIOK_00412,,,,CLLCJGKF_00914,,,,,,,AMOGCKBM_01139
group_2397,,hypothetical protein,FKILNLMM_00120,GIPBMKFD_00372,,AFFLGDGC_00418,,,MAIBJLIG_00374,,,,MKDEPHEP_01166,,JKACDCNN_00515,PONOIEHE_00210,FIBOILMM_00196,,FLPEIIEP_00138,,HINIEJCA_00620,OMIKPLOJ_00114,OPLHJKPH_00744,,,,,,,DFOKPGIE_01161,BEKPBNEK_01175,,FMNIPFCJ_00471,,OJJBDPGP_00027,,OBLOJFDA_00524,,MJDADDMM_00195,EDKPEHFM_00154,,LGNAKCJL_00909,,,,,HGINDJMA_00631,,,,MGJCNIPK_00895,AKIABIOK_00295,,,,CLLCJGKF_00295,,,,,,,AMOGCKBM_00515
group_2372,tagU_1,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,FKILNLMM_00556,GIPBMKFD_00036,,,,,MAIBJLIG_00158,,,,MKDEPHEP_00796,GNEALLOE_00131,JKACDCNN_01081,PONOIEHE_00150,,,FLPEIIEP_01045,,HINIEJCA_00233,OMIKPLOJ_00444,OPLHJKPH_00632,,,,,,,DFOKPGIE_00855,BEKPBNEK_00684,,FMNIPFCJ_00660,GHGEDPDF_00498,,,OBLOJFDA_00216,,MJDADDMM_00694,,,LGNAKCJL_00554,,,,,HGINDJMA_00119,,,EPGGAPPC_00024,,AKIABIOK_00044,,,,CLLCJGKF_00660,,NPJENFAK_00463,,,OBBOBBAE_00616,,AMOGCKBM_00762
group_2236,,hypothetical protein,FKILNLMM_00286,GIPBMKFD_01045,,AFFLGDGC_00238,,,,,,,MKDEPHEP_00354,,,PONOIEHE_00603,FIBOILMM_00549,APCAEHFD_00299,FLPEIIEP_00252,,HINIEJCA_00307,OMIKPLOJ_00415,OPLHJKPH_00089,,,,,,,DFOKPGIE_00121,BEKPBNEK_00631,,FMNIPFCJ_00306,,OJJBDPGP_00381,,OBLOJFDA_00751,,MJDADDMM_00427,EDKPEHFM_00495,,LGNAKCJL_00076,,,,,HGINDJMA_00800,,,,MGJCNIPK_00505,AKIABIOK_00426,,,,CLLCJGKF_00432,,,,,OBBOBBAE_00278,,AMOGCKBM_00297
group_2194,,hypothetical protein,,,,,DCGIHJJB_00587,,,,,MHMPKAEF_00780,,GNEALLOE_00194,,,,APCAEHFD_00565,,NBBAMHOG_00649,,,,NBLOMMJF_00642,OLMEONEL_00447,,NDDDCALJ_00918,DLEBNMND_00235,GEPBNDCO_00381,,,EAAKBJBK_00189,,,,NKJPJJEP_01203,,NLALJHLH_00346,,,GKLKKKNA_00392,,IDKOCMBL_00308,CFGPDMND_00536,,CBECPNCO_01043,,DBLHLLOB_00539,,,,,HEOIIJDM_00709,GDFGBGJM_00756,LKPJNLPD_00385,,CHHPHLEM_00268,,ANLJHCED_00410,JMCHCOOD_00766,,ODKBPENJ_01082,
group_2078,,hypothetical protein,,,,,DCGIHJJB_00588,,,,,MHMPKAEF_00910,,GNEALLOE_00193,,,,APCAEHFD_00564,,NBBAMHOG_00648,,,,NBLOMMJF_00643,OLMEONEL_00448,,NDDDCALJ_00919,DLEBNMND_00236,GEPBNDCO_00380,,,EAAKBJBK_00188,,,,NKJPJJEP_01204,,NLALJHLH_00345,,,GKLKKKNA_00391,,IDKOCMBL_00309,CFGPDMND_00537,,CBECPNCO_01044,,DBLHLLOB_00538,,,,,HEOIIJDM_00710,GDFGBGJM_00757,LKPJNLPD_00386,,CHHPHLEM_00267,,ANLJHCED_00411,JMCHCOOD_00767,,ODKBPENJ_01081,
group_2072,,hypothetical protein,,,,,DCGIHJJB_00586,,,,,MHMPKAEF_00778,,GNEALLOE_00195,,,,APCAEHFD_00566,,NBBAMHOG_00650,,,,NBLOMMJF_00641,OLMEONEL_00446,,NDDDCALJ_00917,DLEBNMND_00234,GEPBNDCO_00382,,,EAAKBJBK_00190,,,,NKJPJJEP_01202,,NLALJHLH_00347,,,GKLKKKNA_00393,,IDKOCMBL_00307,CFGPDMND_00535,,CBECPNCO_01042,,DBLHLLOB_00540,,,,,HEOIIJDM_00708,GDFGBGJM_00755,LKPJNLPD_00384,,CHHPHLEM_00269,,ANLJHCED_00409,JMCHCOOD_00765,,ODKBPENJ_01083,
group_2056,,hypothetical protein,FKILNLMM_01247,GIPBMKFD_00105,BFKFBIFC_00752,,,AIKGDNKA_00849,,CEAADGFG_00346,,,MKDEPHEP_00719,GNEALLOE_00062,,PONOIEHE_00074,,,FLPEIIEP_00606,,HINIEJCA_00162,OMIKPLOJ_00515,OPLHJKPH_00556,,,KDJKPMPD_00061,,,,DFOKPGIE_00744,BEKPBNEK_00140,,FMNIPFCJ_00728,,,,OBLOJFDA_00479,,MJDADDMM_00397,,,LGNAKCJL_00474,,,,,HGINDJMA_00062,,,,MGJCNIPK_01481,AKIABIOK_01080,,,,CLLCJGKF_00592,,,,,OBBOBBAE_00825,,AMOGCKBM_00832
group_1997,,hypothetical protein,,,,,DCGIHJJB_00420,,MAIBJLIG_00064;MAIBJLIG_00065,,,,,,JKACDCNN_00124;JKACDCNN_00125,,,,,NBBAMHOG_00021,,,,,OLMEONEL_00884,,NDDDCALJ_00131,DLEBNMND_01156,,,,EAAKBJBK_00597,,GHGEDPDF_00123,,NKJPJJEP_00156,,NLALJHLH_00315,,,GKLKKKNA_01035,,IDKOCMBL_00215,CFGPDMND_00764,DCIIGEBB_00942,CBECPNCO_00871,,DBLHLLOB_00723,,EPGGAPPC_00121,,,HEOIIJDM_00637,GDFGBGJM_01125,LKPJNLPD_01222;LKPJNLPD_01221,,CHHPHLEM_01280,NPJENFAK_00010,ANLJHCED_00890,JMCHCOOD_00172,,,
group_1914,,hypothetical protein,FKILNLMM_00609,,,,,,,,,MHMPKAEF_00800,MKDEPHEP_01226,,,PONOIEHE_01075,FIBOILMM_01022,,FLPEIIEP_00976,,,OMIKPLOJ_01073,OPLHJKPH_01296,,OLMEONEL_00099,,,DLEBNMND_00658,GEPBNDCO_00747,DFOKPGIE_01274,BEKPBNEK_00847,,FMNIPFCJ_01001,GHGEDPDF_01162,,,,NLALJHLH_00867,MJDADDMM_00722,EDKPEHFM_00976,GKLKKKNA_00726,LGNAKCJL_01160,,,,,,,MMPGJHDA_00532,,MGJCNIPK_00484,AKIABIOK_00773,,,,,,NPJENFAK_01152,,,,,AMOGCKBM_01177
group_1904,,hypothetical protein,FKILNLMM_00375,GIPBMKFD_00964,,AFFLGDGC_00794,,,MAIBJLIG_01044,,,,MKDEPHEP_00960,,JKACDCNN_00841,PONOIEHE_00880,FIBOILMM_00478,,FLPEIIEP_00825,,HINIEJCA_00807,OMIKPLOJ_00705,OPLHJKPH_01210,,,,,,,DFOKPGIE_01103,BEKPBNEK_01094,,FMNIPFCJ_01049,,OJJBDPGP_00313,,OBLOJFDA_00419,,MJDADDMM_00569,EDKPEHFM_00757,,LGNAKCJL_00986,,,,,HGINDJMA_00204,,,,MGJCNIPK_00118,AKIABIOK_01131,,,,CLLCJGKF_00907,,,,,,,AMOGCKBM_01146
purR~~~galR,purR;galR,HTH-type transcriptional repressor PurR;HTH-type transcriptional regulator GalR,FKILNLMM_00364,GIPBMKFD_00975,,AFFLGDGC_00805,,,MAIBJLIG_01034,,,,MKDEPHEP_00971,,JKACDCNN_00851,PONOIEHE_00891,FIBOILMM_00489,,FLPEIIEP_00836,,HINIEJCA_00818,OMIKPLOJ_00716,OPLHJKPH_01199,,,,,,,DFOKPGIE_01092,BEKPBNEK_01083,,FMNIPFCJ_01060,,OJJBDPGP_00324,,OBLOJFDA_00430,,MJDADDMM_00580,EDKPEHFM_00746,,LGNAKCJL_00997,,,,,HGINDJMA_00193,,,,MGJCNIPK_00129,AKIABIOK_00408,,,,CLLCJGKF_00918,,,,,,,AMOGCKBM_01135
group_1740,,hypothetical protein,FKILNLMM_00970,GIPBMKFD_00151,BFKFBIFC_00606,,,,MAIBJLIG_00044,,,,MKDEPHEP_00674,GNEALLOE_00018,JKACDCNN_00105,PONOIEHE_00028,,,FLPEIIEP_01115,,HINIEJCA_00112,OMIKPLOJ_00561,OPLHJKPH_00509,,,,,,,DFOKPGIE_00941,BEKPBNEK_00095,,FMNIPFCJ_00773,,,,OBLOJFDA_00461,,MJDADDMM_00349,,,LGNAKCJL_00426,,,,,HGINDJMA_00018,,,EPGGAPPC_00141,MGJCNIPK_00880,AKIABIOK_00162,,,,CLLCJGKF_00548,,,,,OBBOBBAE_00516,,AMOGCKBM_00877
group_1725,,hypothetical protein,,,,,DCGIHJJB_00957,,,,,MHMPKAEF_00843,,,,,,,,NBBAMHOG_00278,,,,NBLOMMJF_00176,OLMEONEL_00490,,NDDDCALJ_00959,DLEBNMND_00700,GEPBNDCO_00795,,,EAAKBJBK_00335,,,,NKJPJJEP_00942,,NLALJHLH_00824,,,GKLKKKNA_00311,,IDKOCMBL_00288,CFGPDMND_00151,DCIIGEBB_00316,CBECPNCO_01153,,DBLHLLOB_01037,,EPGGAPPC_00861,,,HEOIIJDM_00660,GDFGBGJM_00854,LKPJNLPD_00620,,CHHPHLEM_00163,,ANLJHCED_00533,JMCHCOOD_00630,,ODKBPENJ_00940,
dadD,dadD;,5'-deoxyadenosine deaminase;8-oxoguanine deaminase,,,,,DCGIHJJB_01055,,,,,MHMPKAEF_00580,,GNEALLOE_00446,,,,,,NBBAMHOG_00562,,,,NBLOMMJF_00917,OLMEONEL_00414,,NDDDCALJ_00313,DLEBNMND_00035,GEPBNDCO_00585,,,EAAKBJBK_00874,,,,NKJPJJEP_00221,,NLALJHLH_00902,,,GKLKKKNA_00649,,IDKOCMBL_00546,CFGPDMND_00891,DCIIGEBB_00437,CBECPNCO_00645,,DBLHLLOB_01162,,,,,HEOIIJDM_00880,GDFGBGJM_01092,LKPJNLPD_00552,,CHHPHLEM_00545,,ANLJHCED_01251,JMCHCOOD_00670,,ODKBPENJ_00179,
ptsH,ptsH,Phosphocarrier protein HPr,FKILNLMM_00365,GIPBMKFD_00974,,AFFLGDGC_00804,,,MAIBJLIG_01035,,,,MKDEPHEP_00970,,JKACDCNN_00850,PONOIEHE_00890,FIBOILMM_00488,,FLPEIIEP_00835,,HINIEJCA_00817,OMIKPLOJ_00715,OPLHJKPH_01200,,,,,,,DFOKPGIE_01093,BEKPBNEK_01084,,FMNIPFCJ_01059,,OJJBDPGP_00323,,OBLOJFDA_00429,,MJDADDMM_00579,EDKPEHFM_00747,,LGNAKCJL_00996,,,,,HGINDJMA_00194,,,,MGJCNIPK_00128,AKIABIOK_00409,,,,CLLCJGKF_00917,,,,,,,AMOGCKBM_01136
group_1695,,hypothetical protein,FKILNLMM_00159,GIPBMKFD_00345,,AFFLGDGC_00391,,,,,,,MKDEPHEP_01130,,,PONOIEHE_00183,FIBOILMM_00169,,FLPEIIEP_00173,,HINIEJCA_00647,OMIKPLOJ_00075,OPLHJKPH_00772,,,,,,,DFOKPGIE_00208,BEKPBNEK_01204,EAAKBJBK_00720,FMNIPFCJ_00433,,OJJBDPGP_00054,NKJPJJEP_01081,,,MJDADDMM_01179,EDKPEHFM_00127,,LGNAKCJL_00945,,,,,HGINDJMA_00924,,,,MGJCNIPK_00084,AKIABIOK_01275,,,,CLLCJGKF_00268,,,ANLJHCED_00922,,,,AMOGCKBM_00551
ecfA2~~~ecfA2_2~~~ecfA2_1,ecfA2;ecfA2_2;ecfA2_1,Energy-coupling factor transporter ATP-binding protein EcfA2,,,,,DCGIHJJB_00020,,,CEAADGFG_00439,,MHMPKAEF_01178,,,,PONOIEHE_01326,,,,NBBAMHOG_01171,,,,NBLOMMJF_00969,OLMEONEL_00580,KDJKPMPD_00807,NDDDCALJ_00517,DLEBNMND_01248,GEPBNDCO_01102,,,EAAKBJBK_00171,,,,NKJPJJEP_01159,,NLALJHLH_01184,,,GKLKKKNA_01048,,IDKOCMBL_01125,CFGPDMND_01193,DCIIGEBB_00988,CBECPNCO_00405,,DBLHLLOB_00035,,,,,,GDFGBGJM_00919,LKPJNLPD_01155,,CHHPHLEM_01040,,ANLJHCED_01174,,,ODKBPENJ_01198,
group_1638,,hypothetical protein,FKILNLMM_00300,GIPBMKFD_01058,,AFFLGDGC_00252,,,,,,,MKDEPHEP_00369,,,PONOIEHE_00618,FIBOILMM_00564,APCAEHFD_00314,FLPEIIEP_00726,,HINIEJCA_00295,OMIKPLOJ_00430,OPLHJKPH_00074,,,,,,,DFOKPGIE_00137,BEKPBNEK_01115,,FMNIPFCJ_00321,,OJJBDPGP_00395,,OBLOJFDA_00794,,MJDADDMM_00442,EDKPEHFM_00510,,LGNAKCJL_00061,,,,,HGINDJMA_00876,,,,MGJCNIPK_00714,AKIABIOK_00336,,,,CLLCJGKF_00419,,,,,OBBOBBAE_00292,,AMOGCKBM_00313
group_1591,,hypothetical protein,,,,,DCGIHJJB_00954,,,,,MHMPKAEF_00844,,,,,,,,NBBAMHOG_00273,,,,NBLOMMJF_00180,OLMEONEL_00489,,NDDDCALJ_00954,DLEBNMND_00701,GEPBNDCO_00796,,,EAAKBJBK_00333,,,,NKJPJJEP_00941,,NLALJHLH_00823,,,GKLKKKNA_00312,,IDKOCMBL_00996,CFGPDMND_00150,DCIIGEBB_00312,CBECPNCO_01159,,DBLHLLOB_01043,,EPGGAPPC_00862,,,HEOIIJDM_00884,GDFGBGJM_01152,LKPJNLPD_00417,,CHHPHLEM_00158,,ANLJHCED_00535,JMCHCOOD_00633,,ODKBPENJ_00939,
group_1561,,hypothetical protein,,,,,DCGIHJJB_01056,,,,,MHMPKAEF_00581,,GNEALLOE_00445,,,,,,NBBAMHOG_00563,,,,NBLOMMJF_00918,OLMEONEL_00415,,NDDDCALJ_00312,DLEBNMND_00036,GEPBNDCO_00584,,,EAAKBJBK_00875,,,,NKJPJJEP_00222,,NLALJHLH_00903,,,GKLKKKNA_00648,,IDKOCMBL_00545,CFGPDMND_00890,DCIIGEBB_00436,CBECPNCO_00644,,DBLHLLOB_01163,,,,,HEOIIJDM_00881,GDFGBGJM_01093,LKPJNLPD_00553,,CHHPHLEM_00546,,ANLJHCED_01423,JMCHCOOD_00669,,ODKBPENJ_00178,
group_1559,,hypothetical protein,,,,,DCGIHJJB_01047,,,,,MHMPKAEF_00572,,GNEALLOE_00454,,,,,,NBBAMHOG_00554,,,,NBLOMMJF_00909,OLMEONEL_00406,,NDDDCALJ_00321,DLEBNMND_00027,GEPBNDCO_00593,,,EAAKBJBK_00866,,,,NKJPJJEP_00212,,NLALJHLH_00894,,,GKLKKKNA_00410,,IDKOCMBL_00447,CFGPDMND_00899,DCIIGEBB_00445,CBECPNCO_00653,,DBLHLLOB_01154,,,,,HEOIIJDM_00619,GDFGBGJM_00141,LKPJNLPD_00478,,CHHPHLEM_00418,,ANLJHCED_00483,JMCHCOOD_00678,,ODKBPENJ_00187,
group_1552,,hypothetical protein,FKILNLMM_00185,GIPBMKFD_00324,,AFFLGDGC_00361,,,MAIBJLIG_00817,,,,MKDEPHEP_00423,,JKACDCNN_00578,PONOIEHE_01023,FIBOILMM_00142,,FLPEIIEP_00195,,HINIEJCA_00670,OMIKPLOJ_00049,OPLHJKPH_00794,,,,,,,DFOKPGIE_00232,BEKPBNEK_01235,,FMNIPFCJ_00407,,OJJBDPGP_00077,,OBLOJFDA_01167,,MJDADDMM_00783,EDKPEHFM_00104,,LGNAKCJL_01055,,,,,,,,EPGGAPPC_00837,MGJCNIPK_00061,AKIABIOK_00744,,,,CLLCJGKF_00244,,,,,,,AMOGCKBM_00573
ptsI,ptsI,Phosphoenolpyruvate-protein phosphotransferase,FKILNLMM_00366,GIPBMKFD_00973,,AFFLGDGC_00803,,,MAIBJLIG_01036,,,,MKDEPHEP_00969,,JKACDCNN_00849,PONOIEHE_00889,FIBOILMM_00487,,FLPEIIEP_00834,,HINIEJCA_00816,OMIKPLOJ_00714,OPLHJKPH_01201,,,,,,,DFOKPGIE_01094,BEKPBNEK_01085,,FMNIPFCJ_01058,,OJJBDPGP_00322,,OBLOJFDA_00428,,MJDADDMM_00578,EDKPEHFM_00748,,LGNAKCJL_00995,,,,,HGINDJMA_00195,,,,MGJCNIPK_00127,AKIABIOK_00410,,,,CLLCJGKF_00916,,,,,,,AMOGCKBM_01137
group_1483,fprA,NADPH-ferredoxin reductase FprA,FKILNLMM_00016,GIPBMKFD_00478,,AFFLGDGC_00528,,,MAIBJLIG_00500,,,,MKDEPHEP_00865,,JKACDCNN_01153,PONOIEHE_00324,FIBOILMM_00335,,FLPEIIEP_00028,,HINIEJCA_00800,OMIKPLOJ_00224,OPLHJKPH_01250,,,,,,,DFOKPGIE_00631,BEKPBNEK_00462,,FMNIPFCJ_00581,,OJJBDPGP_00678,,OBLOJFDA_00567,,MJDADDMM_00307,EDKPEHFM_00288,,LGNAKCJL_01185,,,,,HGINDJMA_00461,,,,MGJCNIPK_00529,AKIABIOK_00129,,,,CLLCJGKF_00779,,,,,,,AMOGCKBM_00399
group_1453,,hypothetical protein,,,,,DCGIHJJB_01046,,,,,MHMPKAEF_00571,,GNEALLOE_00455,,,,,,NBBAMHOG_00553,,,,NBLOMMJF_00908,OLMEONEL_00405,,NDDDCALJ_00322,DLEBNMND_00026,GEPBNDCO_00594,,,EAAKBJBK_00865,,,,NKJPJJEP_00211,,NLALJHLH_00893,,,GKLKKKNA_00411,,IDKOCMBL_00446,CFGPDMND_00900,DCIIGEBB_00446,CBECPNCO_00654,,DBLHLLOB_01153,,,,,HEOIIJDM_00620,GDFGBGJM_00142,LKPJNLPD_00479,,CHHPHLEM_00417,,ANLJHCED_00484,JMCHCOOD_00679,,ODKBPENJ_00188,
group_1451,,hypothetical protein,,,,,DCGIHJJB_01297,,,,,MHMPKAEF_00693,,GNEALLOE_00535,,,,APCAEHFD_00487,,NBBAMHOG_00915,,,,NBLOMMJF_00044,OLMEONEL_00129,,NDDDCALJ_01110,DLEBNMND_00146,GEPBNDCO_00472,,,EAAKBJBK_00772,,,,NKJPJJEP_00341,,NLALJHLH_00431,,,GKLKKKNA_00897,,IDKOCMBL_00790,CFGPDMND_00447,DCIIGEBB_00934,CBECPNCO_00553,,DBLHLLOB_01199,,,,,HEOIIJDM_00614,GDFGBGJM_00416,LKPJNLPD_00870,,CHHPHLEM_01008,,,JMCHCOOD_00550,,ODKBPENJ_00064,
group_1425,,hypothetical protein,FKILNLMM_00470,,,,,,,,,MHMPKAEF_01207,MKDEPHEP_01035,,,PONOIEHE_00858,FIBOILMM_00744,APCAEHFD_00874,FLPEIIEP_00746,,,OMIKPLOJ_00772,OPLHJKPH_01029,,,,,DLEBNMND_00916,,DFOKPGIE_01127,BEKPBNEK_00785,,FMNIPFCJ_00902,GHGEDPDF_00366,,NKJPJJEP_00442,,,MJDADDMM_00093,EDKPEHFM_00551,GKLKKKNA_00632,LGNAKCJL_00726,,,DCIIGEBB_00806,,,,MMPGJHDA_00470,EPGGAPPC_00394,MGJCNIPK_00392,,,,,,,NPJENFAK_01065,,,,,AMOGCKBM_01016
